actor_name,birth_year,known_for,actor_role,actor_awards
Aulio Ivan,none,"The Last Call, The I-Land","Reparto,  Cámara y electricidad,  Dirección",None
Diego Calva,1992,"Te prometo anarquía, Bird Box: Barcelona","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Cámara y electricidad","Golden Globes, USA, Satellite Awards"
Luciana Moreno Mora,none,"Animus Anima, Génesis","Reparto,  Dirección,  Producción",None
Max Bourret,none,,Reparto,None
Fabian Flécheux,none,,"Dirección,  Reparto,  Guion",None
Julie Hocquet,none,,Reparto,None
Lucas Montais,none,,Reparto,None
Emilie Nantin,none,,Reparto,None
Sara Maurizi,none,,Reparto,None
Mark Byrne,none,"Chivalry, Red Election","Reparto,  Guion,  Producción",None
John Borras,none,"Ley y orden, Pose","Reparto,  Producción,  Guion",None
Francesca Shipsey,none,"For Nothing, Jabberwanky","Reparto,  Producción",None
Autumn Mirassou,none,"Ley y orden: Crimen organizado, Earth Mama","Reparto,  Producción",None
Nick Sakai,none,"The Pardon, Big Dogs","Reparto,  Producción,  Dirección","San Diego Comic-Con International Independent Film Festival, CINE Golden Eagle Film and Video Competition"
Tony Sharra,none,"A Mother of No Destination, Crime Scene","Reparto,  Equipos adicionales",None
Mia Pumo,none,La Jouissance,Reparto,Queens World Film Festival
Tanis Joaquin,none,Reunirse,Reparto,None
Angelo Mendez,none,,Reparto,None
Elyse Rivera,none,,Reparto,None
Bella Romero,none,,Reparto,None
Austin Highsmith Garces,none,"Scream, Mentes criminales","Reparto,  Producción,  Guion","Milano International Film Festival Awards (MIFF Awards), Crystal Reel Awards"
Frank Shokouhi,none,"I Wish It Were You, Stripper Nanny",Reparto,None
Jake Cenker Sen,none,"Sleep Debt, Silent Cry","Reparto,  Equipos adicionales,  Producción",None
J. Teddy Garces,none,"Take Out Girl, Major Crimes","Reparto,  Especialistas,  Guion","International Film Festival Manhattan, Las Vegas Black Film Festival"
Aimee Sunaryo,none,"Hatirlama, Batteries Not Included","Producción,  Reparto",None
Mina Gajovic,none,"Nature En Moi, Two Tickets","Reparto,  Guion",None
Brice Fournier,1966,"Cuenta atrás, Kaamelott","Reparto,  Guion","Macabre Faire Film Festival, FilmQuest"
Sylvain Pierre,none,"Convergent, Une vie tranquille","Reparto,  Dirección de fotografía y cámara,  Casting",None
Mohamed Benazza,none,"Les Faces cachées, Elijah",Reparto,None
Martin Baucher,none,"Grave Aigüe, Two Tickets","Guion y continuidad,  Reparto,  Guion",None
Rahul Bagga,none,"Powder, Kissebaaz","Reparto,  Producción",Indian Telly Awards
Rekha Dahatonde,none,"A Story of Two Eggs, Sakhaldand",Reparto,None
Bhakti Satish Dange,none,"Naam, Har Ghar Jal Har Gaanv Swacchta","Reparto,  Dirección de producción",None
Palomi Ghosh,none,"Kadakh, Sense8","Reparto,  Música,  Equipos adicionales","National Film Awards, India, New York Indo-American Arts Council Film Festival"
Abhishake Jha,1987,"Panchayat, Gullak","Producción,  Reparto",None
Thomas Keller,none,,Reparto,None
Fanchon Guillevic,none,Soliloque,Reparto,None
Théo Hurel,none,"Soliloque, La Baie","Reparto,  Guion",None
Julie Fortini,none,La Nuit du Bétail,Reparto,None
Nuke Lagranje,none,,Reparto,None
Paul Ramshaw,none,,Reparto,None
Bethany Irving,none,,Reparto,None
Corinne Strickett,none,"A Good Morning, Derelict",Reparto,"Golden Reel International Film Festival, Artisan International Film Festival"
Robert Bell,none,,Reparto,None
Laurna Tamzin Ewart,none,It Is What It Is,Reparto,"Best Actor & Director Awards, Lit Scares International Festival"
Ingrid Marsh,none,"Nocturne, It Is What It Is","Reparto,  Podcastero",None
Joan Horton,none,,Reparto,None
Mackenzie Shaye Murray,none,"Finding It, Rings","Reparto,  Dirección de fotografía y cámara,  Dirección de la segunda unidad o asistencia a dirección",Southern Shorts Awards
Monica Henke,none,Something Imaginable,Reparto,None
Hayeley Norris,none,,Reparto,None
Bethany Collins,none,,Reparto,None
James Foster,none,"BBC Learning: True Stories, Shameless",Reparto,Voice Arts Awards
Archie Galloway,none,,Reparto,None
David Jones,none,,Reparto,None
Chloe Lea,none,"Fundación, Scott & Bailey",Reparto,None
