actor_name,birth_year,known_for,actor_role,actor_awards
Caroline Helander,0,"Long Slow Exhale, Best of Trades",Reparto,0
Aulio Ivan,0,"The Last Call, The I-Land","Reparto,  Cámara y electricidad,  Dirección",0
Diego Calva,1992,"Te prometo anarquía, Bird Box: Barcelona","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Cámara y electricidad","Golden Globes, USA, Satellite Awards"
Luciana Moreno Mora,0,"Animus Anima, Génesis","Reparto,  Dirección,  Producción",0
Max Bourret,0,0,Reparto,0
Fabian Flécheux,0,0,"Dirección,  Reparto,  Guion",0
Julie Hocquet,0,0,Reparto,0
Lucas Montais,0,0,Reparto,0
Emilie Nantin,0,0,Reparto,0
Sara Maurizi,0,0,Reparto,0
Mark Byrne,0,"Chivalry, Red Election","Reparto,  Guion,  Producción",0
John Borras,0,"Ley y orden, Pose","Reparto,  Producción,  Guion",0
Francesca Shipsey,0,"For Nothing, Jabberwanky","Reparto,  Producción",0
Autumn Mirassou,0,"Ley y orden: Crimen organizado, Earth Mama","Reparto,  Producción",0
Nick Sakai,0,"The Pardon, Big Dogs","Reparto,  Producción,  Dirección","San Diego Comic-Con International Independent Film Festival, CINE Golden Eagle Film and Video Competition"
Tony Sharra,0,"A Mother of No Destination, Crime Scene","Reparto,  Equipos adicionales",0
Mia Pumo,0,La Jouissance,Reparto,Queens World Film Festival
Tanis Joaquin,0,Reunirse,Reparto,0
Angelo Mendez,0,0,Reparto,0
Elyse Rivera,0,0,Reparto,0
Bella Romero,0,0,Reparto,0
Austin Highsmith Garces,0,"Scream, Mentes criminales","Reparto,  Producción,  Guion","Milano International Film Festival Awards (MIFF Awards), Crystal Reel Awards"
Frank Shokouhi,0,"I Wish It Were You, Stripper Nanny",Reparto,0
Jake Cenker Sen,0,"Sleep Debt, Silent Cry","Reparto,  Equipos adicionales,  Producción",0
J. Teddy Garces,0,"Take Out Girl, Major Crimes","Reparto,  Especialistas,  Guion","International Film Festival Manhattan, Las Vegas Black Film Festival"
Aimee Sunaryo,0,"Hatirlama, Batteries Not Included","Producción,  Reparto",0
Mina Gajovic,0,"Nature En Moi, Two Tickets","Reparto,  Guion",0
Brice Fournier,1966,"Cuenta atrás, Kaamelott","Reparto,  Guion","Macabre Faire Film Festival, FilmQuest"
Sylvain Pierre,0,"Convergent, Une vie tranquille","Reparto,  Dirección de fotografía y cámara,  Casting",0
Mohamed Benazza,0,"Les Faces cachées, Elijah",Reparto,0
Martin Baucher,0,"Grave Aigüe, Two Tickets","Guion y continuidad,  Reparto,  Guion",0
Rahul Bagga,0,"Powder, Kissebaaz","Reparto,  Producción",Indian Telly Awards
Rekha Dahatonde,0,"A Story of Two Eggs, Sakhaldand",Reparto,0
Bhakti Satish Dange,0,"Naam, Har Ghar Jal Har Gaanv Swacchta","Reparto,  Dirección de producción",0
Palomi Ghosh,0,"Kadakh, Sense8","Reparto,  Música,  Equipos adicionales","National Film Awards, India, New York Indo-American Arts Council Film Festival"
Abhishake Jha,1987,"Panchayat, Gullak","Producción,  Reparto",0
Thomas Keller,0,0,Reparto,0
Fanchon Guillevic,0,Soliloque,Reparto,0
Théo Hurel,0,"Soliloque, La Baie","Reparto,  Guion",0
Julie Fortini,0,La Nuit du Bétail,Reparto,0
Nuke Lagranje,0,0,Reparto,0
Paul Ramshaw,0,0,Reparto,0
Bethany Irving,0,0,Reparto,0
Corinne Strickett,0,"A Good Morning, Derelict",Reparto,"Golden Reel International Film Festival, Artisan International Film Festival"
Robert Bell,0,0,Reparto,0
Laurna Tamzin Ewart,0,It Is What It Is,Reparto,"Best Actor & Director Awards, Lit Scares International Festival"
Ingrid Marsh,0,"Nocturne, It Is What It Is","Reparto,  Podcastero",0
Joan Horton,0,0,Reparto,0
Mackenzie Shaye Murray,0,"Finding It, Rings","Reparto,  Dirección de fotografía y cámara,  Dirección de la segunda unidad o asistencia a dirección",Southern Shorts Awards
Monica Henke,0,Something Imaginable,Reparto,0
Hayeley Norris,0,0,Reparto,0
Bethany Collins,0,0,Reparto,0
James Foster,0,"BBC Learning: True Stories, Shameless",Reparto,Voice Arts Awards
Archie Galloway,0,0,Reparto,0
David Jones,0,0,Reparto,0
Chloe Lea,0,"Fundación, Scott & Bailey",Reparto,0
